From,To,Distance,Duration,Duracion_en_horas
Customer 3,Customer 1,17.49,12:33:00 a. m.,0.55
Customer 3,Customer 2,20.02,12:28:00 a. m.,0.4667
Customer 3,Customer 3,0,12:00:00 a. m.,0
Customer 3,Customer 4,20.64,12:32:00 a. m.,0.5333
Customer 3,Customer 5,20.32,12:38:00 a. m.,0.6333
Customer 3,Customer 6,32.96,12:33:00 a. m.,0.55
Customer 3,Customer 7,21.69,12:34:00 a. m.,0.5667
Customer 3,Customer 8,10.32,12:20:00 a. m.,0.3333
Customer 3,Customer 9,19.86,12:38:00 a. m.,0.6333
Customer 3,Customer 10,15.52,12:28:00 a. m.,0.4667
Customer 3,Customer 11,17.82,12:33:00 a. m.,0.55
Customer 3,Customer 12,12.03,12:24:00 a. m.,0.4
Customer 3,Customer 13,19.44,12:37:00 a. m.,0.6167
Customer 3,Customer 14,20.81,12:31:00 a. m.,0.5167
Customer 3,Customer 15,14.53,12:19:00 a. m.,0.3167
Customer 3,Customer 16,17.91,12:32:00 a. m.,0.5333
Customer 3,Customer 17,22.25,12:27:00 a. m.,0.45
Customer 3,Customer 18,13.79,12:26:00 a. m.,0.4333
Customer 3,Customer 19,10.92,12:21:00 a. m.,0.35
Customer 3,Customer 20,19.07,12:36:00 a. m.,0.6
Customer 3,Customer 21,17.13,12:30:00 a. m.,0.5
Customer 3,Customer 22,14.77,12:26:00 a. m.,0.4333
Customer 3,Customer 23,17.63,12:31:00 a. m.,0.5167
Customer 3,Customer 24,18.76,12:35:00 a. m.,0.5833
Customer 3,Customer 25,13.42,12:18:00 a. m.,0.3
Customer 3,Customer 26,20.05,12:38:00 a. m.,0.6333
Customer 3,Customer 27,17.04,12:30:00 a. m.,0.5
Customer 3,Customer 28,20.45,12:30:00 a. m.,0.5
Customer 3,Customer 29,8.27,12:16:00 a. m.,0.2667
Customer 3,Customer 30,15.76,12:28:00 a. m.,0.4667
Customer 3,Customer 31,9.47,12:20:00 a. m.,0.3333
Customer 3,Customer 32,16.99,12:30:00 a. m.,0.5
Customer 3,Customer 33,19.81,12:36:00 a. m.,0.6
Customer 3,Customer 34,20.89,12:40:00 a. m.,0.6667
Customer 3,Customer 35,8.85,12:16:00 a. m.,0.2667
Customer 3,Customer 36,22.55,12:36:00 a. m.,0.6
Customer 3,Customer 37,5.89,12:12:00 a. m.,0.2
Customer 3,Customer 38,14.72,12:20:00 a. m.,0.3333
Customer 3,Customer 39,10.95,12:21:00 a. m.,0.35
Customer 3,Customer 40,16.56,12:29:00 a. m.,0.4833
Customer 3,Customer 41,11.59,12:22:00 a. m.,0.3667
Customer 3,Customer 42,7.46,12:16:00 a. m.,0.2667
Customer 3,Customer 43,11.73,12:22:00 a. m.,0.3667
Customer 3,Customer 44,11.5,12:22:00 a. m.,0.3667
Customer 3,Customer 45,17.5,12:32:00 a. m.,0.5333
Customer 3,Customer 46,6.14,12:13:00 a. m.,0.2167
Customer 3,Customer 47,13.05,12:21:00 a. m.,0.35
Customer 3,Customer 48,17.8,12:24:00 a. m.,0.4
Customer 3,Customer 49,29.59,12:29:00 a. m.,0.4833
Customer 3,Customer 50,14.71,12:26:00 a. m.,0.4333
Customer 3,Customer 51,28.69,12:42:00 a. m.,0.7
Customer 3,Customer 52,20.66,12:26:00 a. m.,0.4333
Customer 3,Customer 53,6.13,12:11:00 a. m.,0.1833
Customer 3,Customer 54,22.15,12:36:00 a. m.,0.6
Customer 3,Customer 55,38.42,12:40:00 a. m.,0.6667
Customer 3,Customer 56,19.24,12:36:00 a. m.,0.6
Customer 3,Customer 57,14.48,12:25:00 a. m.,0.4167
Customer 3,Customer 58,30.48,12:33:00 a. m.,0.55
Customer 3,Customer 59,5.72,12:11:00 a. m.,0.1833
Customer 3,Customer 60,21.09,12:31:00 a. m.,0.5167
Customer 3,Customer 61,19.07,12:35:00 a. m.,0.5833
Customer 3,Customer 62,12.38,12:24:00 a. m.,0.4
Customer 3,Customer 63,17.21,12:32:00 a. m.,0.5333
Customer 3,Customer 64,8.66,12:19:00 a. m.,0.3167
Customer 3,Customer 65,12.08,12:18:00 a. m.,0.3
Customer 3,Customer 66,9.27,12:15:00 a. m.,0.25
Customer 3,Customer 67,20.13,12:38:00 a. m.,0.6333
Customer 3,Customer 68,6.66,12:13:00 a. m.,0.2167
Customer 3,Customer 69,13.41,12:19:00 a. m.,0.3167
Customer 3,Customer 70,20.71,12:26:00 a. m.,0.4333
Customer 3,Customer 71,16.7,12:33:00 a. m.,0.55
Customer 3,Customer 72,20.03,12:30:00 a. m.,0.5
Customer 3,Customer 73,14.53,12:19:00 a. m.,0.3167
Customer 3,Customer 74,14.28,12:28:00 a. m.,0.4667
Customer 3,Customer 75,29.27,12:32:00 a. m.,0.5333
Customer 3,Customer 76,13.2,12:26:00 a. m.,0.4333
Customer 3,Customer 77,31.44,12:32:00 a. m.,0.5333
Customer 3,Customer 78,20.79,12:31:00 a. m.,0.5167
Customer 3,Customer 79,20.01,12:39:00 a. m.,0.65
Customer 3,Customer 80,32.06,12:33:00 a. m.,0.55
Customer 3,Customer 81,19.81,12:28:00 a. m.,0.4667
Customer 3,Customer 82,18.05,12:33:00 a. m.,0.55
Customer 3,Customer 83,16.65,12:22:00 a. m.,0.3667
Customer 3,Customer 84,10.4,12:12:00 a. m.,0.2
Customer 3,Customer 85,22.15,12:35:00 a. m.,0.5833
Customer 3,Customer 86,19.24,12:36:00 a. m.,0.6
Customer 3,Customer 87,12.77,12:24:00 a. m.,0.4
Customer 3,Customer 88,16.44,12:22:00 a. m.,0.3667
Customer 3,Customer 89,29.78,12:31:00 a. m.,0.5167
Customer 3,Customer 90,8.09,12:15:00 a. m.,0.25
Customer 3,Customer 91,18.89,12:34:00 a. m.,0.5667
Customer 3,Customer 92,19.2,12:36:00 a. m.,0.6
Customer 3,Customer 93,19.12,12:36:00 a. m.,0.6
Customer 3,Customer 94,17.34,12:32:00 a. m.,0.5333
Customer 3,Customer 95,17.22,12:32:00 a. m.,0.5333
Customer 3,Customer 96,20.46,12:39:00 a. m.,0.65
Customer 3,Customer 97,19.47,12:29:00 a. m.,0.4833
Customer 3,Customer 98,24.79,12:39:00 a. m.,0.65
Customer 3,Customer 99,13.66,12:17:00 a. m.,0.2833
Customer 3,Customer 100,11.43,12:18:00 a. m.,0.3
Customer 3,Customer 101,20.92,12:32:00 a. m.,0.5333
Customer 3,Customer 102,19.05,12:27:00 a. m.,0.45
Customer 3,Customer 103,7.98,12:17:00 a. m.,0.2833
Customer 3,Customer 104,4.15,12:09:00 a. m.,0.15
Customer 3,Customer 105,15.36,12:22:00 a. m.,0.3667
Customer 3,Customer 106,32.96,12:33:00 a. m.,0.55
Customer 3,Customer 107,11.78,12:23:00 a. m.,0.3833
Customer 3,Customer 108,7.42,12:14:00 a. m.,0.2333
Customer 3,Customer 109,6.16,12:12:00 a. m.,0.2
Customer 3,Customer 110,13.64,12:20:00 a. m.,0.3333
Customer 3,Customer 111,17.93,12:33:00 a. m.,0.55
Customer 3,Customer 112,18.72,12:35:00 a. m.,0.5833
Customer 3,Customer 113,8.66,12:16:00 a. m.,0.2667
Customer 3,Customer 114,17.56,12:24:00 a. m.,0.4
Customer 3,Customer 115,21.83,12:35:00 a. m.,0.5833
Customer 3,Customer 116,10.94,12:21:00 a. m.,0.35
Customer 3,Customer 117,5.15,12:09:00 a. m.,0.15
Customer 3,Customer 118,13.6,12:19:00 a. m.,0.3167
Customer 3,Customer 119,12.6,12:19:00 a. m.,0.3167
Customer 3,Customer 120,7.58,12:14:00 a. m.,0.2333
Customer 3,Customer 121,6.39,12:12:00 a. m.,0.2
Customer 3,Customer 122,8.13,12:17:00 a. m.,0.2833
Customer 3,Customer 123,22.82,12:36:00 a. m.,0.6
Customer 3,Customer 124,20.02,12:28:00 a. m.,0.4667
Customer 3,Customer 125,21.03,12:32:00 a. m.,0.5333
Customer 3,Customer 126,9.18,12:18:00 a. m.,0.3
Customer 3,Customer 127,13.17,12:26:00 a. m.,0.4333
Customer 3,Customer 128,19.25,12:38:00 a. m.,0.6333
Customer 3,Customer 129,19.94,12:38:00 a. m.,0.6333
Customer 3,Customer 130,6.71,12:13:00 a. m.,0.2167
Customer 3,Customer 131,8.97,12:17:00 a. m.,0.2833
Customer 3,Customer 132,14.51,12:19:00 a. m.,0.3167
Customer 3,Customer 133,15.84,12:29:00 a. m.,0.4833
Customer 3,Customer 134,4.62,12:09:00 a. m.,0.15
Customer 3,Customer 135,20.94,12:24:00 a. m.,0.4
Customer 3,Customer 136,22.82,12:36:00 a. m.,0.6
Customer 3,Customer 137,16.63,12:29:00 a. m.,0.4833
Customer 3,Customer 138,8.79,12:20:00 a. m.,0.3333
Customer 3,Customer 139,19.46,12:37:00 a. m.,0.6167
Customer 3,Customer 140,0,12:00:00 a. m.,0
Customer 3,Customer 141,20.89,12:32:00 a. m.,0.5333
Customer 3,Customer 142,11.59,12:22:00 a. m.,0.3667
Customer 3,Customer 143,18.3,12:32:00 a. m.,0.5333
Customer 3,Customer 144,16.78,12:30:00 a. m.,0.5
Customer 3,Customer 145,6.41,12:12:00 a. m.,0.2
Customer 3,Customer 146,7.03,12:15:00 a. m.,0.25
Customer 3,Customer 147,20.48,12:39:00 a. m.,0.65
Customer 3,Customer 148,22.09,12:34:00 a. m.,0.5667
Customer 3,Customer 149,16.84,12:32:00 a. m.,0.5333
Customer 4,Depot,8.37,12:18:00 a. m.,0.3
Customer 4,Customer 1,12.14,12:28:00 a. m.,0.4667
Customer 4,Customer 2,10.37,12:24:00 a. m.,0.4
Customer 4,Customer 3,19.94,12:27:00 a. m.,0.45
Customer 4,Customer 4,0,12:00:00 a. m.,0
Customer 4,Customer 5,4.68,12:14:00 a. m.,0.2333
Customer 4,Customer 6,8.71,12:24:00 a. m.,0.4
Customer 4,Customer 7,3.26,12:10:00 a. m.,0.1667
Customer 4,Customer 8,7.81,12:21:00 a. m.,0.35
Customer 4,Customer 9,12.77,12:30:00 a. m.,0.5
Customer 4,Customer 10,5.97,12:15:00 a. m.,0.25
Customer 4,Customer 11,7.97,12:22:00 a. m.,0.3667
Customer 4,Customer 12,6.57,12:17:00 a. m.,0.2833
Customer 4,Customer 13,5.93,12:16:00 a. m.,0.2667
Customer 4,Customer 14,2.44,12:07:00 a. m.,0.1167
Customer 4,Customer 15,12.39,12:25:00 a. m.,0.4167
Customer 4,Customer 16,6.73,12:18:00 a. m.,0.3
Customer 4,Customer 17,3.74,12:11:00 a. m.,0.1833
Customer 4,Customer 18,9.28,12:20:00 a. m.,0.3333
Customer 4,Customer 19,11.29,12:24:00 a. m.,0.4
Customer 4,Customer 20,2.67,12:12:00 a. m.,0.2
Customer 4,Customer 21,5.47,12:15:00 a. m.,0.25
Customer 4,Customer 22,6.76,12:16:00 a. m.,0.2667
Customer 4,Customer 23,4.12,12:11:00 a. m.,0.1833
Customer 4,Customer 24,5.75,12:15:00 a. m.,0.25
Customer 4,Customer 25,12.21,12:25:00 a. m.,0.4167
Customer 4,Customer 26,8.21,12:22:00 a. m.,0.3667
Customer 4,Customer 27,7.21,12:19:00 a. m.,0.3167
Customer 4,Customer 28,12.08,12:28:00 a. m.,0.4667
Customer 4,Customer 29,13.13,12:22:00 a. m.,0.3667
Customer 4,Customer 30,7.67,12:18:00 a. m.,0.3
Customer 4,Customer 31,12.02,12:26:00 a. m.,0.4333
Customer 4,Customer 32,7.17,12:19:00 a. m.,0.3167
Customer 4,Customer 33,12.73,12:28:00 a. m.,0.4667
Customer 4,Customer 34,13.8,12:32:00 a. m.,0.5333
Customer 4,Customer 35,12.81,12:20:00 a. m.,0.3333
Customer 4,Customer 36,2.15,12:09:00 a. m.,0.15
Customer 4,Customer 37,14.77,12:25:00 a. m.,0.4167
Customer 4,Customer 38,12.58,12:26:00 a. m.,0.4333
Customer 4,Customer 39,11.88,12:24:00 a. m.,0.4
Customer 4,Customer 40,4.72,12:12:00 a. m.,0.2
Customer 4,Customer 41,8.17,12:17:00 a. m.,0.2833
Customer 4,Customer 42,13.14,12:29:00 a. m.,0.4833
Customer 4,Customer 43,8.31,12:17:00 a. m.,0.2833
Customer 4,Customer 44,9.78,12:22:00 a. m.,0.3667
Customer 4,Customer 45,7.54,12:21:00 a. m.,0.35
Customer 4,Customer 46,15.35,12:27:00 a. m.,0.45
Customer 4,Customer 47,12.26,12:26:00 a. m.,0.4333
Customer 4,Customer 48,12.96,12:28:00 a. m.,0.4667
Customer 4,Customer 49,14.2,12:31:00 a. m.,0.5167
Customer 4,Customer 50,7.87,12:18:00 a. m.,0.3
Customer 4,Customer 51,12.37,12:30:00 a. m.,0.5
Customer 4,Customer 52,3.2,12:10:00 a. m.,0.1667
Customer 4,Customer 53,14.6,12:26:00 a. m.,0.4333
Customer 4,Customer 54,2.78,12:09:00 a. m.,0.15
Customer 4,Customer 55,5.54,12:18:00 a. m.,0.3
Customer 4,Customer 56,5.73,12:16:00 a. m.,0.2667
Customer 4,Customer 57,7.63,12:17:00 a. m.,0.2833
Customer 4,Customer 58,12.24,12:30:00 a. m.,0.5
Customer 4,Customer 59,14.6,12:24:00 a. m.,0.4
Customer 4,Customer 60,11.44,12:27:00 a. m.,0.45
Customer 4,Customer 61,7.58,12:21:00 a. m.,0.35
Customer 4,Customer 62,5.98,12:17:00 a. m.,0.2833
Customer 4,Customer 63,10.14,12:24:00 a. m.,0.4
Customer 4,Customer 64,11.96,12:26:00 a. m.,0.4333
Customer 4,Customer 65,9.09,12:17:00 a. m.,0.2833
Customer 4,Customer 66,11.09,12:20:00 a. m.,0.3333
Customer 4,Customer 67,8.3,12:23:00 a. m.,0.3833
Customer 4,Customer 68,14.21,12:24:00 a. m.,0.4
Customer 4,Customer 69,13.57,12:27:00 a. m.,0.45
Customer 4,Customer 70,2.65,12:08:00 a. m.,0.1333
Customer 4,Customer 71,8.34,12:21:00 a. m.,0.35
Customer 4,Customer 72,2.89,12:10:00 a. m.,0.1667
Customer 4,Customer 73,12.39,12:25:00 a. m.,0.4167
Customer 4,Customer 74,4.25,12:12:00 a. m.,0.2
Customer 4,Customer 75,14.18,12:32:00 a. m.,0.5333
Customer 4,Customer 76,5.33,12:14:00 a. m.,0.2333
Customer 4,Customer 77,11.53,12:28:00 a. m.,0.4667
Customer 4,Customer 78,14.11,12:32:00 a. m.,0.5333
Customer 4,Customer 79,12.92,12:32:00 a. m.,0.5333
Customer 4,Customer 80,11.34,12:27:00 a. m.,0.45
Customer 4,Customer 81,1.1,12:04:00 a. m.,0.0667
Customer 4,Customer 82,6.16,12:16:00 a. m.,0.2667
Customer 4,Customer 83,12.38,12:27:00 a. m.,0.45
Customer 4,Customer 84,23.52,12:35:00 a. m.,0.5833
Customer 4,Customer 85,3.34,12:11:00 a. m.,0.1833
Customer 4,Customer 86,2.62,12:11:00 a. m.,0.1833
Customer 4,Customer 87,11.06,12:24:00 a. m.,0.4
Customer 4,Customer 88,13.12,12:28:00 a. m.,0.4667
Customer 4,Customer 89,14.33,12:33:00 a. m.,0.55
Customer 4,Customer 90,16.93,12:26:00 a. m.,0.4333
Customer 4,Customer 91,7.12,12:19:00 a. m.,0.3167
Customer 4,Customer 92,12.12,12:28:00 a. m.,0.4667
Customer 4,Customer 93,12.04,12:29:00 a. m.,0.4833
Customer 4,Customer 94,10.28,12:24:00 a. m.,0.4
Customer 4,Customer 95,7.48,12:20:00 a. m.,0.3333
Customer 4,Customer 96,4.7,12:15:00 a. m.,0.25
Customer 4,Customer 97,2.3,12:08:00 a. m.,0.1333
Customer 4,Customer 98,5.26,12:17:00 a. m.,0.2833
Customer 4,Customer 99,13.86,12:28:00 a. m.,0.4667
Customer 4,Customer 100,16.19,12:24:00 a. m.,0.4
Customer 4,Customer 101,2.55,12:07:00 a. m.,0.1167
Customer 4,Customer 102,1.96,12:06:00 a. m.,0.1
Customer 4,Customer 103,11.55,12:23:00 a. m.,0.3833
Customer 4,Customer 104,16.95,12:28:00 a. m.,0.4667
Customer 4,Customer 105,13.57,12:28:00 a. m.,0.4667
Customer 4,Customer 106,8.71,12:24:00 a. m.,0.4
Customer 4,Customer 107,9.03,12:21:00 a. m.,0.35
Customer 4,Customer 108,11.44,12:22:00 a. m.,0.3667
Customer 4,Customer 109,17.19,12:30:00 a. m.,0.5
Customer 4,Customer 110,13.8,12:28:00 a. m.,0.4667
Customer 4,Customer 111,6.75,12:18:00 a. m.,0.3
Customer 4,Customer 112,5.72,12:15:00 a. m.,0.25
Customer 4,Customer 113,12.6,12:21:00 a. m.,0.35
Customer 4,Customer 114,13.49,12:30:00 a. m.,0.5
Customer 4,Customer 115,0.96,12:05:00 a. m.,0.0833
Customer 4,Customer 116,7.99,12:20:00 a. m.,0.3333
Customer 4,Customer 117,15.24,12:26:00 a. m.,0.4333
Customer 4,Customer 118,13.76,12:27:00 a. m.,0.45
Customer 4,Customer 119,8.43,12:15:00 a. m.,0.25
Customer 4,Customer 120,15.36,12:26:00 a. m.,0.4333
Customer 4,Customer 121,12.41,12:25:00 a. m.,0.4167
Customer 4,Customer 122,10.73,12:22:00 a. m.,0.3667
Customer 4,Customer 123,3.33,12:10:00 a. m.,0.1667
Customer 4,Customer 124,10.37,12:24:00 a. m.,0.4
Customer 4,Customer 125,14.36,12:33:00 a. m.,0.55
Customer 4,Customer 126,10.44,12:20:00 a. m.,0.3333
Customer 4,Customer 127,11.45,12:26:00 a. m.,0.4333
Customer 4,Customer 128,6.23,12:18:00 a. m.,0.3
Customer 4,Customer 129,8.11,12:22:00 a. m.,0.3667
Customer 4,Customer 130,16.49,12:28:00 a. m.,0.4667
Customer 4,Customer 131,13.83,12:22:00 a. m.,0.3667
Customer 4,Customer 132,12.37,12:25:00 a. m.,0.4167
Customer 4,Customer 133,8.58,12:21:00 a. m.,0.35
Customer 4,Customer 134,16.52,12:29:00 a. m.,0.4833
Customer 4,Customer 135,4.93,12:15:00 a. m.,0.25
Customer 4,Customer 136,1.26,12:06:00 a. m.,0.1
Customer 4,Customer 137,6.98,12:16:00 a. m.,0.2667
Customer 4,Customer 138,11.61,12:25:00 a. m.,0.4167
Customer 4,Customer 139,5.95,12:16:00 a. m.,0.2667
Customer 4,Customer 140,19.94,12:27:00 a. m.,0.45
Customer 4,Customer 141,2.01,12:07:00 a. m.,0.1167
Customer 4,Customer 142,8.17,12:17:00 a. m.,0.2833
Customer 4,Customer 143,6.94,12:18:00 a. m.,0.3
Customer 4,Customer 144,4.26,12:12:00 a. m.,0.2
Customer 4,Customer 145,13.7,12:23:00 a. m.,0.3833
Customer 4,Customer 146,15.98,12:29:00 a. m.,0.4833
Customer 4,Customer 147,4.73,12:15:00 a. m.,0.25
Customer 4,Customer 148,1.82,12:08:00 a. m.,0.1333
Customer 4,Customer 149,11.49,12:27:00 a. m.,0.45
Customer 5,Depot,9.09,12:18:00 a. m.,0.3
Customer 5,Customer 1,9.74,12:17:00 a. m.,0.2833
Customer 5,Customer 2,8.07,12:18:00 a. m.,0.3
Customer 5,Customer 3,23.13,12:34:00 a. m.,0.5667
Customer 5,Customer 4,4.88,12:14:00 a. m.,0.2333
Customer 5,Customer 5,0,12:00:00 a. m.,0
Customer 5,Customer 6,8.52,12:15:00 a. m.,0.25
Customer 5,Customer 7,2.75,12:06:00 a. m.,0.1
Customer 5,Customer 8,10.78,12:23:00 a. m.,0.3833
Customer 5,Customer 9,10.83,12:19:00 a. m.,0.3167
Customer 5,Customer 10,6.69,12:15:00 a. m.,0.25
Customer 5,Customer 11,5.68,12:16:00 a. m.,0.2667
Customer 5,Customer 12,8.62,12:18:00 a. m.,0.3
Customer 5,Customer 13,1.73,12:05:00 a. m.,0.0833
Customer 5,Customer 14,4.54,12:12:00 a. m.,0.2
Customer 5,Customer 15,13.11,12:26:00 a. m.,0.4333
Customer 5,Customer 16,4.43,12:12:00 a. m.,0.2
Customer 5,Customer 17,7.43,12:19:00 a. m.,0.3167
Customer 5,Customer 18,7.72,12:19:00 a. m.,0.3167
Customer 5,Customer 19,12.01,12:24:00 a. m.,0.4
Customer 5,Customer 20,2.45,12:07:00 a. m.,0.1167
Customer 5,Customer 21,3.82,12:11:00 a. m.,0.1833
Customer 5,Customer 22,5.72,12:14:00 a. m.,0.2333
Customer 5,Customer 23,3.04,12:08:00 a. m.,0.1333
Customer 5,Customer 24,3.46,12:09:00 a. m.,0.15
Customer 5,Customer 25,12.93,12:25:00 a. m.,0.4167
Customer 5,Customer 26,2.93,12:09:00 a. m.,0.15
Customer 5,Customer 27,4.92,12:13:00 a. m.,0.2167
Customer 5,Customer 28,9.79,12:22:00 a. m.,0.3667
Customer 5,Customer 29,12.41,12:25:00 a. m.,0.4167
Customer 5,Customer 30,5.95,12:15:00 a. m.,0.25
Customer 5,Customer 31,15.21,12:32:00 a. m.,0.5333
Customer 5,Customer 32,4.87,12:13:00 a. m.,0.2167
Customer 5,Customer 33,10.79,12:17:00 a. m.,0.2833
Customer 5,Customer 34,11.87,12:21:00 a. m.,0.35
Customer 5,Customer 35,12.27,12:26:00 a. m.,0.4333
Customer 5,Customer 36,2.54,12:07:00 a. m.,0.1167
Customer 5,Customer 37,15.16,12:31:00 a. m.,0.5167
Customer 5,Customer 38,13.3,12:26:00 a. m.,0.4333
Customer 5,Customer 39,15.07,12:30:00 a. m.,0.5
Customer 5,Customer 40,4.17,12:11:00 a. m.,0.1833
Customer 5,Customer 41,8.9,12:17:00 a. m.,0.2833
Customer 5,Customer 42,16.33,12:36:00 a. m.,0.6
Customer 5,Customer 43,9.04,12:18:00 a. m.,0.3
Customer 5,Customer 44,10.51,12:22:00 a. m.,0.3667
Customer 5,Customer 45,5.25,12:15:00 a. m.,0.25
Customer 5,Customer 46,16.12,12:35:00 a. m.,0.5833
Customer 5,Customer 47,15.45,12:33:00 a. m.,0.55
Customer 5,Customer 48,10.45,12:22:00 a. m.,0.3667
Customer 5,Customer 49,12.26,12:20:00 a. m.,0.3333
Customer 5,Customer 50,6.92,12:17:00 a. m.,0.2833
Customer 5,Customer 51,12.12,12:23:00 a. m.,0.3833
Customer 5,Customer 52,6.89,12:18:00 a. m.,0.3
Customer 5,Customer 53,15.24,12:32:00 a. m.,0.5333
Customer 5,Customer 54,2.15,12:06:00 a. m.,0.1
Customer 5,Customer 55,1.07,12:04:00 a. m.,0.0667
Customer 5,Customer 56,2.11,12:06:00 a. m.,0.1
Customer 5,Customer 57,7.1,12:17:00 a. m.,0.2833
Customer 5,Customer 58,10.98,12:23:00 a. m.,0.3833
Customer 5,Customer 59,14.99,12:30:00 a. m.,0.5
Customer 5,Customer 60,9.14,12:21:00 a. m.,0.35
Customer 5,Customer 61,5.19,12:12:00 a. m.,0.2
Customer 5,Customer 62,9.85,12:21:00 a. m.,0.35
Customer 5,Customer 63,7.85,12:18:00 a. m.,0.3
Customer 5,Customer 64,15.15,12:32:00 a. m.,0.5333
Customer 5,Customer 65,12.27,12:24:00 a. m.,0.4
Customer 5,Customer 66,14.28,12:26:00 a. m.,0.4333
Customer 5,Customer 67,2.85,12:10:00 a. m.,0.1667
Customer 5,Customer 68,14.98,12:32:00 a. m.,0.5333
Customer 5,Customer 69,14.3,12:28:00 a. m.,0.4667
Customer 5,Customer 70,6.51,12:18:00 a. m.,0.3
Customer 5,Customer 71,6.05,12:15:00 a. m.,0.25
Customer 5,Customer 72,6.29,12:14:00 a. m.,0.2333
Customer 5,Customer 73,13.11,12:26:00 a. m.,0.4333
Customer 5,Customer 74,6.91,12:16:00 a. m.,0.2667
Customer 5,Customer 75,12.24,12:21:00 a. m.,0.35
Customer 5,Customer 76,8.09,12:17:00 a. m.,0.2833
Customer 5,Customer 77,9.59,12:17:00 a. m.,0.2833
Customer 5,Customer 78,12.38,12:21:00 a. m.,0.35
Customer 5,Customer 79,10.99,12:20:00 a. m.,0.3333
Customer 5,Customer 80,9.38,12:17:00 a. m.,0.2833
Customer 5,Customer 81,5.78,12:15:00 a. m.,0.25
Customer 5,Customer 82,3.87,12:10:00 a. m.,0.1667
Customer 5,Customer 83,12.19,12:28:00 a. m.,0.4667
Customer 5,Customer 84,30.5,12:35:00 a. m.,0.5833
Customer 5,Customer 85,2.97,12:07:00 a. m.,0.1167
Customer 5,Customer 86,2.2,12:06:00 a. m.,0.1
Customer 5,Customer 87,10.31,12:24:00 a. m.,0.4
Customer 5,Customer 88,11.35,12:24:00 a. m.,0.4
Customer 5,Customer 89,12.46,12:22:00 a. m.,0.3667
Customer 5,Customer 90,16.33,12:32:00 a. m.,0.5333
Customer 5,Customer 91,3.69,12:11:00 a. m.,0.1833
Customer 5,Customer 92,10.18,12:17:00 a. m.,0.2833
Customer 5,Customer 93,10.1,12:17:00 a. m.,0.2833
Customer 5,Customer 94,7.98,12:18:00 a. m.,0.3
Customer 5,Customer 95,5.18,12:14:00 a. m.,0.2333
Customer 5,Customer 96,0.5,12:02:00 a. m.,0.0333
Customer 5,Customer 97,5.99,12:16:00 a. m.,0.2667
Customer 5,Customer 98,0.58,12:03:00 a. m.,0.05
Customer 5,Customer 99,14.44,12:28:00 a. m.,0.4667
Customer 5,Customer 100,14.36,12:27:00 a. m.,0.45
Customer 5,Customer 101,3.92,12:10:00 a. m.,0.1667
Customer 5,Customer 102,5.8,12:16:00 a. m.,0.2667
Customer 5,Customer 103,14.74,12:30:00 a. m.,0.5
Customer 5,Customer 104,17.34,12:34:00 a. m.,0.5667
Customer 5,Customer 105,12.87,12:27:00 a. m.,0.45
Customer 5,Customer 106,8.52,12:15:00 a. m.,0.25
Customer 5,Customer 107,9.75,12:22:00 a. m.,0.3667
Customer 5,Customer 108,14.62,12:29:00 a. m.,0.4833
Customer 5,Customer 109,17.51,12:35:00 a. m.,0.5833
Customer 5,Customer 110,14.52,12:28:00 a. m.,0.4667
Customer 5,Customer 111,4.46,12:12:00 a. m.,0.2
Customer 5,Customer 112,3.42,12:09:00 a. m.,0.15
Customer 5,Customer 113,12.77,12:25:00 a. m.,0.4167
Customer 5,Customer 114,11.19,12:24:00 a. m.,0.4
Customer 5,Customer 115,4.35,12:12:00 a. m.,0.2
Customer 5,Customer 116,10.11,12:22:00 a. m.,0.3667
Customer 5,Customer 117,15.88,12:33:00 a. m.,0.55
Customer 5,Customer 118,14.48,12:27:00 a. m.,0.45
Customer 5,Customer 119,11.62,12:22:00 a. m.,0.3667
Customer 5,Customer 120,15.75,12:33:00 a. m.,0.55
Customer 5,Customer 121,15.48,12:33:00 a. m.,0.55
Customer 5,Customer 122,13.91,12:29:00 a. m.,0.4833
Customer 5,Customer 123,1.72,12:05:00 a. m.,0.0833
Customer 5,Customer 124,8.07,12:18:00 a. m.,0.3
Customer 5,Customer 125,12.73,12:23:00 a. m.,0.3833
Customer 5,Customer 126,13.62,12:27:00 a. m.,0.45
Customer 5,Customer 127,9.67,12:23:00 a. m.,0.3833
Customer 5,Customer 128,3.32,12:11:00 a. m.,0.1833
Customer 5,Customer 129,2.71,12:09:00 a. m.,0.15
Customer 5,Customer 130,16.88,12:35:00 a. m.,0.5833
Customer 5,Customer 131,12.46,12:25:00 a. m.,0.4167
Customer 5,Customer 132,13.09,12:25:00 a. m.,0.4167
Customer 5,Customer 133,6.29,12:15:00 a. m.,0.25
Customer 5,Customer 134,17.75,12:36:00 a. m.,0.6
Customer 5,Customer 135,8.54,12:20:00 a. m.,0.3333
Customer 5,Customer 136,3.85,12:11:00 a. m.,0.1833
Customer 5,Customer 137,4.25,12:12:00 a. m.,0.2
Customer 5,Customer 138,14.79,12:32:00 a. m.,0.5333
Customer 5,Customer 139,2.3,12:06:00 a. m.,0.1
Customer 5,Customer 140,23.13,12:34:00 a. m.,0.5667
Customer 5,Customer 141,4.04,12:12:00 a. m.,0.2
Customer 5,Customer 142,8.9,12:17:00 a. m.,0.2833
Customer 5,Customer 143,4.65,12:12:00 a. m.,0.2
